No.,ID de pantalla,,Orientacion,Estado de la pantalla ,Fecha instalacion pantalla,Fecha renovación tecnológica pantalla,Pantallas,Nuc Optimo / Vulnerable,Marca,Nuc,Fecha de instalacion Nuc,Redundancia,Fecha de instalacion Teltonika,Estado Redundancia,SD 300 Nova star,Fecha de instalacion SD 300,Estado SD 300 Nova star,UPS Cyberpower,Fecha de instalacion UPS,Estado UPS Cyberpower,Internet Fibra optica,Camara,Fecha de instalacion Camara,Estado Camara,POE,Fecha de instalacion POE,Estado POE,Interruptor termomagnetico 3x100 amp,Interruptor termomagnetico 2x20 amp,Marca,Pitch,Numero de gabinetes,Medida de pantalla en m2
52,MX_CM_VV_COL_656,656,Sur,Optimo,"lunes, 2 de septiembre de 2019",,1,Vulnerable,Intel,Nuc,02/09/2019,Teltonika 955,27/08/2025,Optimo,SD 300,02/09/2019,Vulnerable,UPS,02/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,02/09/2019,Vulnerable,UTEPO,02/09/2019,Vulnerable,1,8,Amicibro,P 6,12,11.05
53,MX_CM_VV_COL_661,661,Norte,Optimo,"sábado, 11 de enero de 2020","viernes, 10 de abril de 2026",1,,,,11/01/2020,,,,,11/01/2020,,,,,,Hikvision DS-2CD2643G2,11/01/2020,Vulnerable,UTEPO,11/01/2020,Vulnerable,,,Amicibro,P 6,16,14.74
54,MX_CM_VV_COL_661,661,Sur,Funcional,"sábado, 11 de enero de 2020",,1,Vulnerable,Histoy Industrial,Nuc,11/01/2020,Teltonika 955,28/08/2025,Optimo,SD 300,11/01/2020,Vulnerable,UPS,02/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,11/01/2020,Vulnerable,UTEPO,11/01/2020,Vulnerable,1,8,Amicibro,P 6,16,14.74
55,MX_CM_VV_COL_665,665,Norte,Optimo,"domingo, 12 de enero de 2020",,1,,,,12/01/2020,,,,,12/01/2020,,,,,,Hikvision DS-2CD2643G2,12/01/2020,Vulnerable,UTEPO,12/01/2020,Vulnerable,,,Unilumin,P10,16,14.74
56,MX_CM_VV_COL_665,665,Sur,Optimo,"domingo, 12 de enero de 2020","lunes, 4 de mayo de 2026",1,Optimo,Asus,Nuc,12/01/2020,Teltonika 955,28/08/2025,Optimo,SD 300,12/01/2020,Vulnerable,UPS,03/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,12/01/2020,Vulnerable,UTEPO,12/01/2020,Vulnerable,1,8,Unilumin,P10,16,14.74
57,MX_CM_VV_COL_669,669,Norte,Optimo,"lunes, 13 de enero de 2020","martes, 14 de abril de 2026",1,,,,13/01/2020,,,,,13/01/2020,,,,,,Hikvision DS-2CD2643G2,13/01/2020,Vulnerable,UTEPO,13/01/2020,Vulnerable,,,Unilumin,P10,16,14.74
58,MX_CM_VV_COL_669,669,Sur,Critico,"lunes, 13 de enero de 2020",,1,Vulnerable,Intel,Nuc,13/01/2020,Teltonika 955,29/08/2025,Optimo,SD 300,13/01/2020,Vulnerable,UPS,03/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,13/01/2020,Vulnerable,UTEPO,13/01/2020,Vulnerable,1,8,Unilumin,P10,16,14.74
59,MX_CM_VV_COL_679,679,Norte,Funcional,"martes, 14 de enero de 2020",,1,,,,14/01/2020,,,,,14/01/2020,,,,,,Hikvision DS-2CD2643G2,14/01/2020,Vulnerable,UTEPO,14/01/2020,Vulnerable,,,Amicibro,P 6,12,11.05
60,MX_CM_VV_COL_679,679,Sur,Optimo,"martes, 14 de enero de 2020",,1,Vulnerable,Intel,Nuc,14/01/2020,Teltonika 955,29/08/2025,Optimo,SD 300,14/01/2020,Vulnerable,UPS,03/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,14/01/2020,Vulnerable,UTEPO,14/01/2020,Vulnerable,1,8,Amicibro,P 6,12,11.05
61,MX_CM_VV_COL_689,689,Norte,Optimo,"viernes, 2 de agosto de 2019",,1,,,,02/08/2019,,,,,02/08/2019,,,,,,Hikvision DS-2CD2643G2,02/08/2019,Vulnerable,UTEPO,02/08/2019,Vulnerable,,,Amicibro,P 6,16,14.74
62,MX_CM_VV_COL_689,689,Sur,Optimo,"viernes, 2 de agosto de 2019",,1,Vulnerable,Intel,Nuc,02/08/2019,Teltonika 955,30/08/2025,Optimo,SD 300,02/08/2019,Vulnerable,UPS,03/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,02/08/2019,Vulnerable,UTEPO,02/08/2019,Vulnerable,1,8,Amicibro,P 6,16,14.74
63,MX_CM_VV_COL_706,706,Norte,Optimo,"domingo, 31 de marzo de 2019",,1,,,,31/03/2019,,,,,31/03/2019,,,,,,Hikvision DS-2CD2643G2,31/03/2019,Vulnerable,UTEPO,31/03/2019,Vulnerable,,,Amicibro,P 6,16,14.74
64,MX_CM_VV_COL_706,706,Sur,Optimo,"domingo, 31 de marzo de 2019",,1,Vulnerable,Intel,Nuc,31/03/2019,Teltonika 955,30/08/2025,Optimo,SD 300,31/03/2019,Vulnerable,UPS,03/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,31/03/2019,Vulnerable,UTEPO,31/03/2019,Vulnerable,1,8,Amicibro,P 6,16,14.74
65,MX_CM_VV_COL_715,715,Norte,Optimo,"lunes, 8 de abril de 2019","martes, 14 de abril de 2026",1,,,,08/04/2019,,,,,08/04/2019,,,,,,Hikvision DS-2CD2643G2,08/04/2019,Vulnerable,UTEPO,08/04/2019,Vulnerable,,,Unilumin,P10,16,14.74
66,MX_CM_VV_COL_715,715,Sur,Critico,"lunes, 8 de abril de 2019",,1,Optimo,Asus,Nuc,08/04/2019,Teltonika 955,31/08/2025,Optimo,SD 300,08/04/2019,Vulnerable,UPS,04/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,08/04/2019,Vulnerable,UTEPO,08/04/2019,Vulnerable,1,8,Unilumin,P10,16,14.74
67,MX_CM_VV_COL_735,735,Norte,Optimo,"martes, 9 de abril de 2019",,1,,,,09/04/2019,,,,,09/04/2019,,,,,,Hikvision DS-2CD2643G2,09/04/2019,Vulnerable,UTEPO,09/04/2019,Vulnerable,,,LiteStar,P 10,16,14.74
68,MX_CM_VV_COL_735,735,Sur,Optimo,"miércoles, 10 de abril de 2019",,1,Vulnerable,Intel,Nuc,10/04/2019,Teltonika 955,31/08/2025,Optimo,SD 300,10/04/2019,Vulnerable,UPS,04/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,10/04/2019,Vulnerable,UTEPO,10/04/2019,Vulnerable,1,8,LiteStar,P 10,16,14.74
69,MX_CM_VV_COL_748,748,Norte,Optimo,"miércoles, 10 de abril de 2019",,1,,,,10/04/2019,,,,,10/04/2019,,,,,,Hikvision DS-2CD2643G2,10/04/2019,Vulnerable,UTEPO,10/04/2019,Vulnerable,,,Unilumin,P 10,16,14.74
70,MX_CM_VV_COL_748,748,Sur,Optimo,"sábado, 13 de abril de 2019",,1,Vulnerable,Intel,Nuc,13/04/2019,Teltonika 955,01/09/2025,Optimo,SD 300,13/04/2019,Vulnerable,UPS,04/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,13/04/2019,Vulnerable,UTEPO,13/04/2019,Vulnerable,1,8,Unilumin,P 10,16,14.74
71,MX_CM_VV_COL_756,756,Norte,Optimo,"sábado, 13 de abril de 2019",,1,Vulnerable,Intel,Nuc,13/04/2019,Teltonika 955,01/09/2025,Optimo,SD 300,13/04/2019,Vulnerable,UPS,05/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,13/04/2019,Vulnerable,UTEPO,13/04/2019,Vulnerable,1,8,Amicibro,P 6,12,11.05
73,MX_CM_VV_COL_767,767,Norte,Optimo,"domingo, 14 de abril de 2019",,1,,,,14/04/2019,,,,,14/04/2019,,,,,,Hikvision DS-2CD2643G2,14/04/2019,Vulnerable,UTEPO,14/04/2019,Vulnerable,,,LiteStar,P 10,12,11.05
74,MX_CM_VV_COL_767,767,Sur,Optimo,"domingo, 14 de abril de 2019",,1,Vulnerable,Intel,Nuc,14/04/2019,Teltonika 955,02/09/2025,Optimo,SD 300,14/04/2019,Vulnerable,UPS,05/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,14/04/2019,Vulnerable,UTEPO,14/04/2019,Vulnerable,1,8,LiteStar,P 10,12,11.05
75,MX_CM_VV_COL_778,778,Norte,Optimo,"miércoles, 17 de abril de 2019",,1,,,,17/04/2019,,,,,17/04/2019,,,,,,Hikvision DS-2CD2643G2,17/04/2019,Vulnerable,UTEPO,17/04/2019,Vulnerable,,,LiteStar,P 10,12,11.05
76,MX_CM_VV_COL_778,778,Sur,Optimo,"miércoles, 17 de abril de 2019",,1,Vulnerable,Intel,Nuc,17/04/2019,Teltonika 955,02/09/2025,Optimo,SD 300,17/04/2019,Vulnerable,UPS,05/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,17/04/2019,Vulnerable,UTEPO,17/04/2019,Vulnerable,1,8,LiteStar,P 10,12,11.05
77,MX_CM_VV_COL_791,791,Norte,Optimo,"jueves, 18 de abril de 2019","martes, 14 de abril de 2026",1,,,,18/04/2019,,,,,18/04/2019,,,,,,Hikvision DS-2CD2643G2,18/04/2019,Vulnerable,UTEPO,18/04/2019,Vulnerable,,,Unilumin,P10,16,14.74
78,MX_CM_VV_COL_791,791,Sur,Optimo,"jueves, 18 de abril de 2019",,1,Vulnerable,Intel,Nuc,18/04/2019,Teltonika 955,03/09/2025,Optimo,SD 300,18/04/2019,Vulnerable,UPS,06/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,18/04/2019,Vulnerable,UTEPO,18/04/2019,Vulnerable,1,8,Unilumin,P10,16,14.74
79,MX_CM_VV_COL_802,802,Norte,Optimo,"domingo, 21 de abril de 2019","jueves, 16 de abril de 2026",1,,,,21/04/2019,,,,,21/04/2019,,,,,,Hikvision DS-2CD2643G2,21/04/2019,Vulnerable,UTEPO,21/04/2019,Vulnerable,,,Unilumin,P10,16,14.74
80,MX_CM_VV_COL_802,802,Sur,Optimo,"domingo, 21 de abril de 2019",,1,Vulnerable,Intel,Nuc,21/04/2019,Teltonika 955,03/09/2025,Optimo,SD 300,21/04/2019,Vulnerable,UPS,06/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,21/04/2019,Vulnerable,UTEPO,21/04/2019,Vulnerable,1,8,Unilumin,P10,16,14.74
81,MX_CM_VV_COL_811,811,Norte,Optimo,"domingo, 11 de agosto de 2019","jueves, 16 de abril de 2026",1,,,,11/08/2019,,,,,11/08/2019,,,,,,Hikvision DS-2CD2643G2,11/08/2019,Vulnerable,UTEPO,11/08/2019,Vulnerable,,,Amicibro,P 6,16,14.74
82,MX_CM_VV_COL_811,811,Sur,Funcional,"domingo, 11 de agosto de 2019",,1,Vulnerable,Intel,Nuc,11/08/2019,Teltonika 955,04/09/2025,Optimo,SD 300,11/08/2019,Vulnerable,UPS,06/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,11/08/2019,Vulnerable,UTEPO,11/08/2019,Vulnerable,1,8,Amicibro,P 6,12,11.05
83,MX_CM_VV_COL_820,820,Norte,Optimo,"miércoles, 14 de agosto de 2019","jueves, 16 de abril de 2026",1,,,,14/08/2019,,,,,14/08/2019,,,,,,Hikvision DS-2CD2643G2,14/08/2019,Vulnerable,UTEPO,14/08/2019,Vulnerable,,,Unilumin,P10,16,14.74
84,MX_CM_VV_COL_820,820,Sur,Optimo,"miércoles, 14 de agosto de 2019",,1,Vulnerable,Intel,Nuc,14/08/2019,Teltonika 955,04/09/2025,Optimo,SD 300,14/08/2019,Vulnerable,UPS,07/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,14/08/2019,Vulnerable,UTEPO,14/08/2019,Vulnerable,1,8,Unilumin,P10,16,14.74
85,MX_CM_VV_COL_829,829,Norte,Optimo,"jueves, 15 de agosto de 2019","lunes, 20 de abril de 2026",1,,,,15/08/2019,,,,,15/08/2019,,,,,,Hikvision DS-2CD2643G2,15/08/2019,Vulnerable,UTEPO,15/08/2019,Vulnerable,,,Amicibro,P 6,12,11.05
86,MX_CM_VV_COL_829,829,Sur,Optimo,"jueves, 15 de agosto de 2019",,1,Vulnerable,Intel,Nuc,15/08/2019,Teltonika 955,05/09/2025,Optimo,SD 300,15/08/2019,Vulnerable,UPS,07/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,15/08/2019,Vulnerable,UTEPO,15/08/2019,Vulnerable,1,8,Amicibro,P 6,12,11.05
87,MX_CM_VV_COL_840,840,Norte,Optimo,"domingo, 18 de agosto de 2019",,1,,,,18/08/2019,,,,,18/08/2019,,,,,,Hikvision DS-2CD2643G2,18/08/2019,Vulnerable,UTEPO,18/08/2019,Vulnerable,,,Amicibro,P 6,16,14.74
88,MX_CM_VV_COL_840,840,Sur,Optimo,"domingo, 18 de agosto de 2019",,1,Vulnerable,Intel,Nuc,18/08/2019,Teltonika 955,05/09/2025,Optimo,SD 300,18/08/2019,Vulnerable,UPS,07/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,18/08/2019,Vulnerable,UTEPO,18/08/2019,Vulnerable,1,8,Amicibro,P 6,16,14.74
89,MX_CM_VV_COL_856,856,Norte,Optimo,"lunes, 19 de agosto de 2019","lunes, 20 de abril de 2026",1,,,,19/08/2019,,,,,19/08/2019,,,,,,Hikvision DS-2CD2643G2,19/08/2019,Vulnerable,UTEPO,19/08/2019,Vulnerable,,,Unilumin,P10,12,11.05
90,MX_CM_VV_COL_856,856,Sur,Funcional,"lunes, 19 de agosto de 2019",,1,Vulnerable,Intel,Nuc,19/08/2019,Teltonika 955,06/09/2025,Optimo,SD 300,19/08/2019,Vulnerable,UPS,08/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,19/08/2019,Vulnerable,UTEPO,19/08/2019,Vulnerable,1,8,Unilumin,P10,12,11.05
91,MX_CM_VV_COL_863,863,Norte,Optimo,"jueves, 22 de agosto de 2019","lunes, 20 de abril de 2026",1,,,,22/08/2019,,,,,22/08/2019,,,,,,Hikvision DS-2CD2643G2,22/08/2019,Vulnerable,UTEPO,22/08/2019,Vulnerable,,,Unilumin,P10,12,11.05
92,MX_CM_VV_COL_863,863,Sur,Optimo,"jueves, 22 de agosto de 2019",,1,Vulnerable,Intel,Nuc,22/08/2019,Teltonika 955,06/09/2025,Optimo,SD 300,22/08/2019,Vulnerable,UPS,08/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,22/08/2019,Vulnerable,UTEPO,22/08/2019,Vulnerable,1,8,Unilumin,P10,12,11.05
93,MX_CM_VV_COL_867,867,Norte,Optimo,"viernes, 23 de agosto de 2019","miércoles, 22 de abril de 2026",1,,,,23/08/2019,,,,,23/08/2019,,,,,,Hikvision DS-2CD2643G2,23/08/2019,Vulnerable,UTEPO,23/08/2019,Vulnerable,,,Unilumin,P10,12,11.05
94,MX_CM_VV_COL_867,867,Sur,Optimo,"viernes, 23 de agosto de 2019",,1,Vulnerable,Intel,Nuc,23/08/2019,Teltonika 955,07/09/2025,Optimo,SD 300,23/08/2019,Vulnerable,UPS,08/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,23/08/2019,Vulnerable,UTEPO,23/08/2019,Vulnerable,1,8,Unilumin,P10,12,11.05
95,MX_CM_VV_COL_877,877,Norte,Optimo,"lunes, 26 de agosto de 2019","miércoles, 22 de abril de 2026",1,,,,26/08/2019,,,,,26/08/2019,,,,,,Hikvision DS-2CD2643G2,26/08/2019,Vulnerable,UTEPO,26/08/2019,Vulnerable,,,Unilumin,P10,16,14.74
96,MX_CM_VV_COL_877,877,Sur,Optimo,"lunes, 26 de agosto de 2019",,1,Vulnerable,Intel,Nuc,26/08/2019,Teltonika 955,07/09/2025,Optimo,SD 300,26/08/2019,Vulnerable,UPS,09/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,26/08/2019,Vulnerable,UTEPO,26/08/2019,Vulnerable,1,8,Unilumin,P10,16,14.74
97,MX_CM_VV_COL_881,881,Norte,Optimo,"martes, 27 de agosto de 2019","miércoles, 22 de abril de 2026",1,,,,27/08/2019,,,,,27/08/2019,,,,,,Hikvision DS-2CD2643G2,27/08/2019,Vulnerable,UTEPO,27/08/2019,Vulnerable,,,Unilumin,P10,16,14.74
98,MX_CM_VV_COL_881,881,Sur,Optimo,"miércoles, 28 de agosto de 2019",,1,Vulnerable,Intel,Nuc,28/08/2019,Teltonika 955,08/09/2025,Optimo,SD 300,28/08/2019,Vulnerable,UPS,09/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,28/08/2019,Vulnerable,UTEPO,28/08/2019,Vulnerable,1,8,Unilumin,P10,16,14.74
99,MX_CM_VV_COL_897,897,Norte,Optimo,"jueves, 29 de agosto de 2019","viernes, 24 de abril de 2026",1,,,,29/08/2019,,,,,29/08/2019,,,,,,Hikvision DS-2CD2643G2,29/08/2019,Vulnerable,UTEPO,29/08/2019,Vulnerable,,,Unilumin,P10,12,11.05
100,MX_CM_VV_COL_897,897,Sur,Optimo,"viernes, 30 de agosto de 2019",,1,Vulnerable,Intel,Nuc,30/08/2019,Teltonika 955,08/09/2025,Optimo,SD 300,30/08/2019,Vulnerable,UPS,09/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,30/08/2019,Vulnerable,UTEPO,30/08/2019,Vulnerable,1,8,Unilumin,P10,12,11.05
101,MX_CM_VV_POR_0008,1,Norte,Optimo,"lunes, 20 de enero de 2020",,1,Vulnerable,Mbox600PRO,Nuc,#¡REF!,Teltonika 955,09/09/2025,Optimo,SD 300,#¡REF!,Vulnerable,UPS,10/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,#¡REF!,Vulnerable,UTEPO,#¡REF!,Vulnerable,1,8,Unilumin,P 6,56,35.7
102,MX_CM_VV_POR_0015,2,Sur,Optimo,"martes, 21 de enero de 2020",,1,Vulnerable,Mbox600PRO,Nuc,20/01/2020,Teltonika 955,09/09/2025,Optimo,SD 300,20/01/2020,Vulnerable,UPS,10/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2CD2643G2,20/01/2020,Vulnerable,UTEPO,20/01/2020,Vulnerable,1,8,Unilumin,P 6,56,35.7
103,MX_CM_VV_POR_0078,3,Norte,Optimo,"miércoles, 22 de enero de 2020",,1,Optimo,Asus,Nuc,22/01/2020,Teltonika 955,10/09/2025,Optimo,SD 300,22/01/2020,Vulnerable,UPS,10/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2DE4225IW,22/01/2020,Vulnerable,UTEPO,22/01/2020,Vulnerable,1,8,Unilumin,P 6,56,35.7
104,MX_CM_VV_POR_0092,4,Sur,Optimo,"jueves, 23 de enero de 2020",,1,Optimo,Asus,Nuc,23/01/2020,Teltonika 955,10/09/2025,Optimo,SD 300,23/01/2020,Vulnerable,UPS,11/07/2022,Optimo,Internet Fibra optica,Hikvision DS-2DE4225IW,23/01/2020,Vulnerable,UTEPO,23/01/2020,Vulnerable,1,8,Unilumin,P 6,56,35.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totales,,,,,,,103,,,54,,54,,,54,,,54,,,53,103,,,103,,,54,432,,,,
